id,laboratory_id,active_principle_id,"created_at","updated_at","nombre",cod_minsa,"concentracion","forma_farmaceutica","forma_farmaceutica_simp","presentacion"
6936,71,NULL,NULL,NULL,"COMBIWAVE SF 50",34997,"25 µg + 50 µg/Dosis","Suspensión para Inhalación","AEROSOL","Envase Aerosol x 14mL (120 Dosis)"
6938,71,NULL,NULL,NULL,"GLEMONT IR 10",36967,"10 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6941,73,NULL,NULL,NULL,"NEUGRAST",33268,"300 µg/mL","Solución Inyectable","INYECTABLE","Jeringa Prellenada x 1 mL"
6942,73,NULL,NULL,NULL,"GEMIBINE 1000",34837,"1000 mg","Polvo para Solución Inyectable","INYECTABLE","Caja Vial"
6943,73,NULL,NULL,NULL,"VENTAB XL 75",35208,"75 mg","Tableta de Liberación Prolongada","TABLETA","Caja Envase Blister Tabletas"
6944,73,NULL,NULL,NULL,"CAPECITABINA",37035,"500 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
6945,74,NULL,NULL,NULL,"NORMIX",34065,"200 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6946,74,NULL,NULL,NULL,"MILPAX SABOR CHICLE",34644,"","Suspensión Oral","SUSPENSION","Frasco X 150 mL"
6947,74,NULL,NULL,NULL,"INSTILLAGEL",35641,"2 g + 0.05 g","Gel","JALEA","Caja Jeringa prellenada  x 11 mL"
6955,75,NULL,NULL,NULL,"ORGALUTRAN",33596,"0.25 mg/0.5 mL","Solución Inyectable","INYECTABLE","Caja jeringa precargada x 0,5 mL"
6956,75,NULL,NULL,NULL,"REMERON SOLTAB",33618,"30 mg","Comprimido Bucodispersable","TABLETA","Caja Envase Blíster Comprimidos"
6957,75,NULL,NULL,NULL,"TEMODAL",33655,"100 mg","Cápsula","CAPSULA","Caja Sobre Cápsula"
6958,75,NULL,NULL,NULL,"TEMODAL",33656,"20 mg","Cápsula","CAPSULA","Caja Sobre Cápsula"
6959,75,NULL,NULL,NULL,"TEMODAL",33657,"250 mg","Cápsula","CAPSULA","Caja Sobre Cápsula"
6960,75,NULL,NULL,NULL,"ZETSIM",33676,"10 mg + 20 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos"
6961,75,NULL,NULL,NULL,"ZETSIM",33677,"10 mg + 40 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos"
6962,75,NULL,NULL,NULL,"ONICIT",33695,"0.25 mg/5 mL","Solución Inyectable","INYECTABLE","Caja Vial X 5 mL"
6964,76,NULL,NULL,NULL,"PRISTIQ",34935,"50 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6965,76,NULL,NULL,NULL,"PRISTIQ",34973,"100 mg","Tableta de Liberación Prolongada","TABLETA","Caja Envase Blister Tabletas"
6966,76,NULL,NULL,NULL,"LIPITOR",34981,"40 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6967,76,NULL,NULL,NULL,"EFEXOR XR",35131,"75 mg","Cápsula de Liberación Prolongada","CAPSULA","Caja Envase Blister Cápsulas"
6968,76,NULL,NULL,NULL,"VFEND",35145,"200 mg","Polvo para Solución Inyectable","INYECTABLE","Vial"
6969,76,NULL,NULL,NULL,"INLYTA",35149,"1 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6970,76,NULL,NULL,NULL,"EFEXOR XR",35171,"150 mg","Cápsula de Liberación Prolongada","CAPSULA","Caja Envase Blister Cápsulas"
6971,76,NULL,NULL,NULL,"NORVASTOR",35177,"5 mg + 20 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6972,76,NULL,NULL,NULL,"TYGACIL",35184,"50 mg","Polvo para Solución Inyectable","INYECTABLE","Caja vial"
6973,76,NULL,NULL,NULL,"LIPITOR 80MG",35201,"80 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6974,76,NULL,NULL,NULL,"INLYTA",35258,"5 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6978,76,NULL,NULL,NULL,"VIAGRA",35478,"100 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6984,76,NULL,NULL,NULL,"VIAGRA",35507,"50 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
6991,76,NULL,NULL,NULL,"TERRAMICINA",35601,"5 mg/g + 10000 U/g","Ungüento Oftálmico","UNGUENTO OFTALMICO","Tubo X 6 g"
6993,76,NULL,NULL,NULL,"DALACIN",35626,"600 mg/4 mL","Solución Inyectable","INYECTABLE","Ampolla x 4 mL"
6994,76,NULL,NULL,NULL,"PREVENAR 13 VALENTE",35744,"","Suspensión Inyectable","INYECTABLE","Jeringa Prellenada x 0.5 mL"
6995,76,NULL,NULL,NULL,"LYRICA",35756,"25 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
6996,76,NULL,NULL,NULL,"CELEBREX",35805,"400 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
6997,76,NULL,NULL,NULL,"DEBRIDAT",35852,"200 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos"
7011,76,NULL,NULL,NULL,"ZOLOFT",37042,"100 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
7012,76,NULL,NULL,NULL,"TAZOCIN",37052,"4.5 g","Polvo para Solución para Perfusión","INYECTABLE","Caja Vial x 4.5 g"
7013,77,NULL,NULL,NULL,"GINEPROX",31889,"275 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
7015,77,NULL,NULL,NULL,"CIPRO C FORTE",34460,"","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
7016,77,NULL,NULL,NULL,"NISOCORT JUNIOR`S",34634,"5 mg/5 mL","Jarabe","SOLUCION","Frasco X 120 mL"
7017,77,NULL,NULL,NULL,"PALERGAN",34716,"10 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
7018,77,NULL,NULL,NULL,"TOSSIFLEM",34866,"15 mg + 100 mg/5 mL","Solución Oral","SOLUCION","Frasco X 120 mL"
7019,77,NULL,NULL,NULL,"C BREX FORTE",34933,"","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
7020,77,NULL,NULL,NULL,"ZINPERTEN",35055,"300 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7021,78,NULL,NULL,NULL,"GASEO END",34432,"40 mg","Tableta Masticable","TABLETA","Caja Envase Blister Tabletas"
7022,78,NULL,NULL,NULL,"TRIPLE ACCION G&R",34484,"","Crema","CREMA","Tubo x 10 g"
7023,78,NULL,NULL,NULL,"MICOFUN",34679,"150 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
7024,78,NULL,NULL,NULL,"SYN NAU",35691,"50 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7025,78,NULL,NULL,NULL,"DEXAMEX",35791,"4 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7026,78,NULL,NULL,NULL,"GASEO END",35810,"80 mg","Tableta Masticable","TABLETA","Caja Envase Blister Tabletas"
7027,78,NULL,NULL,NULL,"MICO END",35865,"250 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7030,80,NULL,NULL,NULL,"CIPANCIN",32656,"100 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos"
7031,80,NULL,NULL,NULL,"DICLORAL",35892,"0.07%","Solución Oral","SOLUCION","Frasco x 120 mL"
7032,81,NULL,NULL,NULL,"ALERGIPAT",32930,"0.20%","Solución Oftálmica","SOLUCION OFTALMICA","Frasco Gotero X 5 mL"
7033,81,NULL,NULL,NULL,"AQUOL FRESH",34160,"0.01%","Solución Oftálmica","SOLUCION OFTALMICA","Frasco X 15 mL"
7035,81,NULL,NULL,NULL,"UNITRAV",34558,"0.00%","Solución Oftálmica","SOLUCION OFTALMICA","Frasco X 3 mL"
7037,82,NULL,NULL,NULL,"LIBRALIP 20",34341,"20 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
7038,83,NULL,NULL,NULL,"MANITOL",31715,"20%","Solución para Perfusión","INYECTABLE","Frasco X 1 L"
7041,83,NULL,NULL,NULL,"AGUA ESTERIL PARA INYECCION",33401,"","Solución Inyectable","INYECTABLE","Frasco X 1 L"
7042,83,NULL,NULL,NULL,"DEXTROSA 50",33502,"0.50%","Solución Inyectable","INYECTABLE","Frasco X 1 L"
7049,85,NULL,NULL,NULL,"INMUNOGLOBULINA HUMANA CONTRA LA HEPATITIS B",33383,"100 UI/mL","Solución Inyectable","INYECTABLE","Vial"
7051,86,NULL,NULL,NULL,"GLUCOPHAGE",31721,"500 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
7054,86,NULL,NULL,NULL,"GIABRI",32808,"100 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7058,86,NULL,NULL,NULL,"NEUROBION",34318,"","Tableta Recubierta","TABLETA","Caja Grageas"
7059,86,NULL,NULL,NULL,"GLUCOPHAGE XR",34435,"750 mg","Comprimido de liberación prolongada","TABLETA","Caja Envase Blíster Comprimidos"
7060,86,NULL,NULL,NULL,"GLUCOPHAGE XR",35243,"500 mg","Comprimido de liberación prolongada","TABLETA","Caja Envase Blíster Comprimidos"
7062,86,NULL,NULL,NULL,"EUTIROX",36971,"125 µg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7063,86,NULL,NULL,NULL,"EUTIROX",36972,"50 µg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7064,86,NULL,NULL,NULL,"GLUCOPHAGE XR",36973,"1000 mg","Comprimido de liberación prolongada","TABLETA","Caja Envase Blíster Comprimidos"
7066,86,NULL,NULL,NULL,"EUTIROX",36999,"150 µg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7067,86,NULL,NULL,NULL,"EUTIROX",37000,"175 µg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7068,86,NULL,NULL,NULL,"EUTIROX",37007,"200 µg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7069,86,NULL,NULL,NULL,"EUTIROX",37008,"75 µg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7070,86,NULL,NULL,NULL,"EUTIROX",37045,"25 µg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7071,86,NULL,NULL,NULL,"EUTIROX",37053,"100 µg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7072,87,NULL,NULL,NULL,"IBU LADY",35640,"400 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
7073,87,NULL,NULL,NULL,"XENOGESIC",35717,"275 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
7074,88,NULL,NULL,NULL,"BRONCOPULMOXIL",32971,"","Polvo para Suspensión Oral","SUSPENSION","Frasco X 60 mL"
7075,88,NULL,NULL,NULL,"PARAMIDOL",33048,"500 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7076,88,NULL,NULL,NULL,"LIMONADA PURGANTE MARKOS LIBRE DE CALORIAS",34223,"","Solución Oral","SOLUCION","Frasco X 100 mL"
7077,88,NULL,NULL,NULL,"HIDROFLAT PLUS SABOR A CEREZA",34260,"","Suspensión Oral","SUSPENSION","Frasco X 150 mL"
7078,88,NULL,NULL,NULL,"HIDROFLAT PLUS",34671,"","Suspensión Oral","SUSPENSION","Frasco X 150 mL"
7080,88,NULL,NULL,NULL,"DIOSMIN H",35648,"500 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
7081,88,NULL,NULL,NULL,"MYSTOL",35670,"200 µg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7082,88,NULL,NULL,NULL,"PARASITEL",35680,"200 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7083,88,NULL,NULL,NULL,"APROXOL 1000",35710,"1 g","Tableta","TABLETA","Caja Envase Blister Tabletas"
7084,88,NULL,NULL,NULL,"ZITROZIN",35726,"500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
7085,88,NULL,NULL,NULL,"NISOLAN",35731,"5 mg/5 mL","Solución Oral","SOLUCION","Frasco X 120 mL"
7086,88,NULL,NULL,NULL,"BRONCODEX PEDIATRICO",35737,"15 mg/5 mL","Jarabe","SOLUCION","Frasco x 120 mL"
7087,88,NULL,NULL,NULL,"CLARITROX",35740,"250 mg/5 mL","Granulos para Suspensión Oral","GRANULOS","Frasco X 50 mL"
7089,88,NULL,NULL,NULL,"FLUNIZOL",35751,"150 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
7090,88,NULL,NULL,NULL,"CLARITROX",35752,"500 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
7091,88,NULL,NULL,NULL,"BRONCODEX ADULTO",35757,"30 mg/5 mL","Jarabe","SOLUCION","Frasco x 120 mL"
7092,88,NULL,NULL,NULL,"MELOFLEX",35759,"15 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos"
7094,88,NULL,NULL,NULL,"UROTAN",35776,"100 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7095,88,NULL,NULL,NULL,"PARAMIDOL",35779,"120 mg/5 mL","Jarabe","SOLUCION","Frasco X 90 mL"
7096,88,NULL,NULL,NULL,"NOVOTRIM BALSAMICO",36862,"200 mg + 40 mg + 50 mg + 25 mg","Suspensión Oral","SUSPENSION","Frasco X 100 mL"
7099,89,NULL,NULL,NULL,"FOSFOCIL GU",34262,"3 g","Granulos de Liberación Prolongada","GRANULOS","Caja Sobre X 3 g"
7100,89,NULL,NULL,NULL,"ALLERTA",34504,"2.5 mg/5 mL","Jarabe","SOLUCION","Frasco X 60 mL"
7101,89,NULL,NULL,NULL,"NITOXIN",34636,"100 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Frasco X 60 mL"
7102,89,NULL,NULL,NULL,"MICCIL",34727,"1 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos"
7103,89,NULL,NULL,NULL,"FOSFOCIL",34740,"500 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
7104,89,NULL,NULL,NULL,"ZIRAX",35118,"200 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Frasco X 15 mL"
7107,90,NULL,NULL,NULL,"DEPONIT NT 10",32671,"37.4 mg","Parche Transdérmico","PARCHE","Caja Parche"
7108,90,NULL,NULL,NULL,"PROLIA",32865,"60 mg/mL","Solución Inyectable","INYECTABLE","Caja Jeringa Prellenada x 1 mL"
7109,90,NULL,NULL,NULL,"VAMMRIX",32915,"","Polvo para Solución Inyectable","INYECTABLE","Vial + Ampolla x 0.5 mL"
7110,90,NULL,NULL,NULL,"VOTRIENT",33014,"400 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
7111,90,NULL,NULL,NULL,"VOTRIENT",33015,"200 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
7113,90,NULL,NULL,NULL,"ZENTEL",34422,"400 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7114,90,NULL,NULL,NULL,"NARAMIG",34640,"2.5 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
7115,90,NULL,NULL,NULL,"DEPONIT NT 5",34794,"5 mg/24 h","Parche Transdérmico","PARCHE","Caja Parche"
7116,90,NULL,NULL,NULL,"SEROXAT CR",36837,"25 mg","Tableta de Liberación Prolongada","TABLETA","Caja Envase Blister Tabletas"
7118,90,NULL,NULL,NULL,"AMOXIL",36850,"500 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Frasco X 60 mL"
7119,90,NULL,NULL,NULL,"INDOXYL",36869,"","Gel","JALEA","Tubo X 30 g"
7120,90,NULL,NULL,NULL,"DUODART",36894,"0.5 mg + 0.4 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
7123,90,NULL,NULL,NULL,"AUGMENTIN",36910,"250 mg + 62.5 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Frasco X 60 mL"
7124,90,NULL,NULL,NULL,"SEROXAT CR",36922,"12.5 mg","Tableta de Liberación Prolongada","TABLETA","Caja Envase Blister Tabletas"
7125,90,NULL,NULL,NULL,"SERETIDE EVOHALER",36924,"25 µg + 125 µg/Dosis","Suspensión para Inhalación","AEROSOL","Envase Aerosol X 120 Dosis"
7126,90,NULL,NULL,NULL,"SERETIDE EVOHALER",36938,"25 µg + 50 µg/Dosis","Suspensión para Inhalación","AEROSOL","Envase Aerosol X 120 Dosis"
7127,90,NULL,NULL,NULL,"XGEVA",36947,"120 mg/1.7 mL","Solución Inyectable","INYECTABLE","Vial x 1.7 mL"
7128,91,NULL,NULL,NULL,"DUROGESIC D TRANS",31842,"50 µg/h","Parche Transdérmico","PARCHE","Caja Parche"
7129,91,NULL,NULL,NULL,"DUROGESIC D TRANS",32013,"25 µg/h","Parche Transdérmico","PARCHE","Caja Parche"
7130,91,NULL,NULL,NULL,"DOLOFLAM EXTRAFORTE",32789,"400 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7131,91,NULL,NULL,NULL,"VELCADE",33991,"3.5 mg","Polvo para Solución Inyectable","INYECTABLE","Caja Vial"
7132,91,NULL,NULL,NULL,"RIBOMUSTIN",34092,"100 mg","Polvo para Solución Inyectable","INYECTABLE","Caja Vial"
7133,91,NULL,NULL,NULL,"STELARA",34093,"45 mg/0.5 mL","Solución Inyectable","INYECTABLE","Caja Vial X 0.5 mL"
7135,91,NULL,NULL,NULL,"REMICADE",34112,"100 mg","Polvo para Solución Inyectable","INYECTABLE","Caja Vial"
7136,91,NULL,NULL,NULL,"SIMPONI",34115,"50 mg/0.5 mL","Solución Inyectable","INYECTABLE","Caja Jeringa prellenada X 0.5 mL"
7137,91,NULL,NULL,NULL,"INVOKANA",34123,"300 mg","Comprimido Recubierto","TABLETA","Caja Envase Blister Tabletas"
7138,91,NULL,NULL,NULL,"RIBOMUSTIN",34141,"25 mg","Polvo para Solución Inyectable","INYECTABLE","Caja Vial"
7139,91,NULL,NULL,NULL,"INVOKANA",34146,"100 mg","Comprimido Recubierto","TABLETA","Caja Envase Blister Tabletas"
7140,91,NULL,NULL,NULL,"ZYTIGA",34253,"250 mg","Comprimido","TABLETA","Caja Envase Blíster Comprimidos"
7141,91,NULL,NULL,NULL,"DOLOFLAM",35190,"200 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7142,91,NULL,NULL,NULL,"MYLANTA DOS",35633,"400 mg + 400 mg + 30 mg","Tableta Masticable","TABLETA","Caja Envase Blister Tabletas"
7145,92,NULL,NULL,NULL,"BETASERC",32953,"16 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7146,92,NULL,NULL,NULL,"KLARICID I.V.",33105,"500 mg","Polvo para Solución Inyectable","INYECTABLE","Vial"
7147,92,NULL,NULL,NULL,"CREON 25 000",35635,"300 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
7148,93,NULL,NULL,NULL,"DOSTEIN",35122,"300 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
7150,94,NULL,NULL,NULL,"DEXALER",33970,"1 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7151,94,NULL,NULL,NULL,"CLARITROL",34019,"250 mg/5 mL","Granulos para Suspensión Oral","GRANULOS","Frasco X 50 mL"
7152,94,NULL,NULL,NULL,"CONTRALER",34035,"10 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
7153,94,NULL,NULL,NULL,"ANTIFLAT",35807,"40 mg","Tableta Masticable","TABLETA","Caja Envase Blister Tabletas"
7160,96,NULL,NULL,NULL,"CELECOXPHARM",34284,"200 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
7161,96,NULL,NULL,NULL,"AMOXIPHARM DUO",34424,"","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
7162,96,NULL,NULL,NULL,"DOLGESE",34426,"10 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
7163,96,NULL,NULL,NULL,"D`OLATRIM FORTE",34462,"800 mg + 160 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7164,96,NULL,NULL,NULL,"FENAZOPHARM",34666,"100 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
7165,96,NULL,NULL,NULL,"CLORZOPHARM",34766,"","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
7166,96,NULL,NULL,NULL,"CETRICET",35097,"5 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
7171,97,NULL,NULL,NULL,"MEDASONIL",34333,"4 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7172,97,NULL,NULL,NULL,"MACROMICIN",34550,"500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
7173,97,NULL,NULL,NULL,"REUMAFLAN",34584,"200 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
7175,97,NULL,NULL,NULL,"GASEOMEDIC",34739,"80 mg/mL","Suspensión Oral","SUSPENSION","Frasco X 15 mL"
7176,97,NULL,NULL,NULL,"DEXAMETASONA",34777,"4 mg/mL","Solución Inyectable","INYECTABLE","Caja Ampolla x 1 mL"
7178,97,NULL,NULL,NULL,"LEVOBIOTIC",34800,"500 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
7179,97,NULL,NULL,NULL,"MEDITIL B",34841,"","Crema","CREMA","Tubo x 10 g"
7181,97,NULL,NULL,NULL,"MEDIBRONCOL COMPOSITUM PEDIATRICO",34855,"","Jarabe","SOLUCION","Frasco X 120 mL"
7182,97,NULL,NULL,NULL,"UROMEDIC",34886,"","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
7184,97,NULL,NULL,NULL,"LACTUMEDIC",35688,"3.3 g/5 mL","Solución Oral","SOLUCION","Frasco X 100 mL"
7185,98,NULL,NULL,NULL,"DEXACLER",34405,"1 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7186,98,NULL,NULL,NULL,"FATIMU",34409,"","Jarabe","SOLUCION","Frasco X 120 mL"
7187,98,NULL,NULL,NULL,"CLORO TOXIN",34532,"4 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7188,98,NULL,NULL,NULL,"FLAGIDAZOL",34730,"500 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7189,98,NULL,NULL,NULL,"INFESUL",34875,"200 mg + 40 mg/5 mL","Suspensión Oral","SUSPENSION","Frasco X 60 mL"
7190,98,NULL,NULL,NULL,"KETONES",36868,"10 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
7191,98,NULL,NULL,NULL,"PREDALEN 20",36873,"20 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7192,98,NULL,NULL,NULL,"PARINMOL",36885,"500 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7193,98,NULL,NULL,NULL,"DEXACLER",36905,"4 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7194,98,NULL,NULL,NULL,"REMUSDOL",36918,"","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
7195,98,NULL,NULL,NULL,"ULTRADOX",36921,"100 mg","Cápsula","CAPSULA","Caja Envase Blister Cápsulas"
7196,100,NULL,NULL,NULL,"CUTENOX",33151,"40 mg/0.4 mL","Solución Inyectable","INYECTABLE","Jeringa Prellenada x 0.4 mL"
7200,100,NULL,NULL,NULL,"SIROLIM",34481,"1 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
7201,100,NULL,NULL,NULL,"GLANCIN 0.4",35183,"0.4 mg","Cápsula de Liberación Prolongada","CAPSULA","Caja Envase Blister Cápsulas"
7203,103,NULL,NULL,NULL,"DELTAMOX CL",32670,"250 mg + 62.5 mg/5 mL","Polvo para Suspensión Oral","SUSPENSION","Frasco X 90 mL"
7204,103,NULL,NULL,NULL,"LINDIOL 1",32827,"1.5 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
7206,103,NULL,NULL,NULL,"TANDERIL",34615,"50 mg","Tableta de Liberación Retardada","TABLETA","Caja Envase Blister Tabletas"
7207,103,NULL,NULL,NULL,"TANDERIL SR",34616,"100 mg","Tableta de Liberación Prolongada","TABLETA","Caja Envase Blister Tabletas Recubiertas"
7209,104,NULL,NULL,NULL,"ATORLIP",32946,"40 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
7210,104,NULL,NULL,NULL,"OSEBAN",33192,"3 mg/3mL","Solución Inyectable","INYECTABLE","Ampolla X 3 mL"
7211,104,NULL,NULL,NULL,"BELLAFACE",34017,"","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
7212,104,NULL,NULL,NULL,"AMIDIPIN H",34647,"5 mg + 12.5 mg","Tableta","TABLETA","Caja Envase Blister Tabletas"
7213,105,NULL,NULL,NULL,"FLOGORAL",32621,"3 mg","Pastilla Dura para Chupar","CAPSULA","Sobre Pastillas"
7215,105,NULL,NULL,NULL,"FLUTOX",32685,"17.7 mg/5 mL","Suspensión Oral","SUSPENSION","Frasco X 120 mL"
7216,105,NULL,NULL,NULL,"URFADYNE RETARD",32911,"100 mg","Cápsula de Liberación Prolongada","CAPSULA","Caja Envase Blister Cápsulas"
7217,105,NULL,NULL,NULL,"FUSIBIOTIC",33092,"2%","Crema","CREMA","Caja Tubo x 20 g"
7218,105,NULL,NULL,NULL,"XUMADOL",33897,"1 g","Granulos Efervescentes","GRANULOS","Caja Sobre x 2.4 g"
7219,105,NULL,NULL,NULL,"NICORVAS",33932,"10 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
7220,105,NULL,NULL,NULL,"NICORVAS",33942,"5 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
7221,105,NULL,NULL,NULL,"TROPIVAG PLUS",35783,"","Cápsula","CAPSULA","Frasco ovulos"
7222,106,NULL,NULL,NULL,"CUBRIS",33886,"0.50%","Solución Oftálmica","SOLUCION OFTALMICA","Caja Frasco x 5 mL"
7225,106,NULL,NULL,NULL,"OLOMUC",35147,"0.20%","Solución Oftálmica","SOLUCION OFTALMICA","Frasco X 5 mL"
7226,106,NULL,NULL,NULL,"FREEGEN",35795,"0.50%","Solución Oftálmica","SOLUCION OFTALMICA","Frasco X 15 mL"
7227,106,NULL,NULL,NULL,"CLARIVIS",35833,"0.03%","Solución Oftálmica","SOLUCION OFTALMICA","Frasco Gotero X 5 mL"
7229,107,NULL,NULL,NULL,"CIALIS",33461,"20 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
7232,107,NULL,NULL,NULL,"EVISTA",33525,"60 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
7233,107,NULL,NULL,NULL,"CYMBALTA",35125,"30 mg","CAPSULA GASTRORRESISTENTE","CAPSULA","Caja Envase Blister Cápsulas"
7234,107,NULL,NULL,NULL,"CYMBALTA",35126,"60 mg","CAPSULA GASTRORRESISTENTE","CAPSULA","Caja Envase Blister Cápsulas"
7237,107,NULL,NULL,NULL,"VAYAPLIN",35164,"20 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
7240,107,NULL,NULL,NULL,"VAYAPLIN",35191,"5 mg","Comprimido Recubierto","TABLETA","Caja Envase Blíster Comprimidos"
7242,108,NULL,NULL,NULL,"YODOX ESPUMA LIMPIADORA",33811,"7.50%","Solución Tópica","AEROSOL","Frasco X 60 mL"
7244,108,NULL,NULL,NULL,"YODOX",35068,"10%","Solución Tópica","AEROSOL","Frasco X 120 mL"
7245,109,NULL,NULL,NULL,"ALERBYE",34411,"10 mg + 2 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
7247,109,NULL,NULL,NULL,"SULFACTRIM FORTE",34624,"800 mg + 160 mg","Tableta Recubierta","TABLETA","Caja Envase Blister Tabletas"
